Company,Date Posted,Job_Description,Location,Title
LifeBridge Health,10/12/2016,"Prepares hot and sometimes cold cafeteria food item and assists with merchandising, portioning, service and display of all cafeteria food items. Requirements Formal working knowledge; equivalent to an Associate's degree (2 years college); requires knowledge of a specialized field; High school gradua ...","Randallstown, MD",Cook
LifeBridge Health,10/12/2016,"Prepares hot and sometimes cold cafeteria food item and assists with merchandising, portioning, service and display of all cafeteria food items. Requirements Formal working knowledge; equivalent to an Associate's degree (2 years college); requires knowledge of a specialized field; High school gradua ...","Randallstown, MD",Cook
LifeBridge Health,10/12/2016,"Prepares hot and sometimes cold cafeteria food item and assists with merchandising, portioning, service and display of all cafeteria food items. Requirements Formal working knowledge; equivalent to an Associate's degree (2 years college); requires knowledge of a specialized field; High school gradua ...","Randallstown, MD",Cook
LifeBridge Health,10/12/2016,"Operates cash register in Cafeteria, Cafe Shalom, or Marketplace; receives payments, gives change, and performs related clerical and sales duties depending on assignment. Requirements Entry level knowledge; basic employment skills; High School diploma or GED equivalent. Less than one year of experie ...","Baltimore, MD",Cashier - Food Services - Sinai
LifeBridge Health,10/12/2016,"Operates cash register in Cafeteria, Cafe Shalom, or Marketplace; receives payments, gives change, and performs related clerical and sales duties depending on assignment. Requirements Entry level knowledge; basic employment skills; High School diploma or GED equivalent. Less than one year of experie ...","Baltimore, MD",Cashier - Food Services - PRN - Sinai
LifeBridge Health,10/12/2016,"Takes food orders from customers; records orders; prepares and serves food to customers; may operate cash register, control and order supplies; and maintains a sanitary work and dining area. Requirements Entry level knowledge; basic employment skills; High School diploma or GED equivalent; Add, subt ...","Baltimore, MD",Cafe Associate - Union - Sinai
Marriott International,10/12/2016,"Prepare special meals or substitute items. Regulate temperature of ovens, broilers, grills, and roasters. Pull food from freezer storage to thaw in the refrigerator. Ensure proper portion, arrangement, and food garnish. Maintain food logs. Monitor the quality and quantity of food that is prepared. C ...","Falls Church, VA",Lead Cook
Marriott International,10/12/2016,"Two to three sentences describing the overall purpose of the job Perform the duties of setting tables, serving beverages, table maintenance and stocking stations to ensure guest satisfaction. Job Responsibilities Maximum of ten responsibilities, in order of percentage of time spent on functions from ...","Oxon Hill, MD; Washington, DC; National Harbor, MD",ICE! Server- Assistant(U)- National Pastime (Seasonal)
Marriott International,10/12/2016,"Two to three sentences describing the overall purpose of the job Take accurate orders, serve food and beverage items in a timely manner, provide information about menu items and ensure guest satisfaction. Job Responsibilities Maximum of ten responsibilities, in order of percentage of time spent on f ...","Oxon Hill, MD; Washington, DC; National Harbor, MD",ICE! Server (U)- National Pastime (Seasonal)
Marriott International,10/12/2016,"Two to three sentences describing the overall purpose of the job Perform the duties of setting tables, serving beverages, table maintenance and stocking stations to ensure guest satisfaction. Job Responsibilities Maximum of ten responsibilities, in order of percentage of time spent on functions from ...","Oxon Hill, MD; Washington, DC; National Harbor, MD",ICE! Server Assistant (U)- Pienza (Seasonal)
Marriott International,10/12/2016,"Two to three sentences describing the overall purpose of the job Take accurate orders, serve food and beverage items in a timely manner, provide information about menu items and ensure guest satisfaction. Job Responsibilities Maximum of ten responsibilities, in order of percentage of time spent on f ...","Oxon Hill, MD; Washington, DC; National Harbor, MD",ICE! Server (U)- Pienza (Seasonal)
Marriott International,10/12/2016,"Two to three sentences describing the overall purpose of the job Responsible for food production, food preparation and a la carte line cooking according to company standards. Job Responsibilities Maximum of ten responsibilities, in order of percentage of time spent on functions from longest to short ...","Oxon Hill, MD; Washington, DC; National Harbor, MD",ICE! Cook II (U)- Pienza (Seasonal)
Fairfax County Public Schools,10/12/2016,"Performs technical office tasks in the Office of Food and Nutrition Services in the preparation, processing, and maintenance of free and reduced meal applications and records; may staff office public contact area. Qualifications Any combination of education and experience equivalent to graduation fr ...","Springfield, VA",Food Services Operations Aide I/II/III
Marriott International,10/12/2016,"Operate and maintain cleaning equipment and tools, including the dish washing machine, hand wash stations pot scrubbing station, and trash compactor. Wash and disinfect kitchen and store room areas, tables, tools, knives, and equipment. Receive deliveries, store perishables properly, and rotate stoc ...","McLean, VA",Steward
Marriott International,10/12/2016,"Cook I Casual Dining 1 (16001IWY) At more than 80 award winning properties worldwide, The Ritz Carlton Ladies and Gentlemen create experiences so exceptional that long after a guest stays with us, the experience stays with them. As the premier worldwide provider of luxury experiences, we set the sta ...","Arlington, VA",Cook I Casual Dining 1
Marriott International,10/12/2016,"Assists the Assistant Director of Catering by providing support to the operation of the catering department. Manages and coordinates catering activities and services to ensure the smooth execution of all conventions, functions and events requiring food and beverage services. Handles more complex gro ...","Oxon Hill, MD; Washington, DC; National Harbor, MD",Senior Catering Manager
Hyatt,10/12/2016,"At Hyatt, we believe our guests select Hyatt because of our caring and attentive associates who are focused on providing authentic hospitality and meaningful experiences to each every guest. Hyatt is a place where high expectations aren't just met they're exceeded. It's a place of outstanding reward ...","Arlington, VA",Cook 4 - Banquets
Hyatt,10/12/2016,"At Hyatt, we believe our guests select Hyatt because of our caring and attentive associates who are focused on providing authentic hospitality and meaningful experiences to each every guest. Hyatt is a place where high expectations aren't just met they're exceeded. It's a place of outstanding reward ...","Arlington, VA",Restaurant Cook 4 (PM Shift)
